id,focus,signal,slack,drag,confidence,score,lane
l001,window width,35,33,6,25,131,watch
l002,metric stability,35,34,6,55,163,watch
l003,explainability,35,35,6,85,195,ship
l004,feature drift,35,36,18,25,77,hold
l005,window width,35,37,18,55,109,hold
l006,metric stability,35,38,18,85,141,watch
l007,explainability,35,39,34,25,3,hold
l008,feature drift,35,40,34,55,35,hold
l009,window width,35,41,34,85,67,hold
l010,metric stability,60,42,6,25,199,ship
l011,explainability,60,43,6,55,231,ship
l012,feature drift,60,44,6,85,263,ship
l013,window width,60,45,18,25,145,watch
l014,metric stability,60,46,18,55,177,ship
l015,explainability,60,47,18,85,209,ship
l016,feature drift,60,48,34,25,71,hold
l017,window width,60,32,34,55,69,hold
l018,metric stability,60,33,34,85,101,hold
l019,explainability,85,34,6,25,233,ship
l020,feature drift,85,35,6,55,265,ship
l021,window width,85,36,6,85,297,ship
l022,metric stability,85,37,18,25,179,ship
l023,explainability,85,38,18,55,211,ship
l024,feature drift,85,39,18,85,243,ship
l025,window width,85,40,34,25,105,hold
l026,metric stability,85,41,34,55,137,watch
l027,explainability,85,42,34,85,169,watch
